Pure ID,Publisher
2195529819,
2195529805,
2195529758,
2195529733,
2195529717,International Joint Conferences on Artificial Intelligence
2195529704,
2195529641,Taylor and Francis
2195529623,
2195529602,
2195529584,
2195529564,
2195529529,
2195529456,
2195529405,
2195529389,
2195529345,
2195529315,
2195529271,
2195529251,
2195529237,
2195529187,
2195529156,
2195529131,
2195529113,
2195529046,
2195529039,
2195529011,
2195528960,
2195528941,
2195528929,Cambridge University Press
2195528885,
2195528857,
2195528838,
2195528821,
2195528767,
2195528735,
2195528726,University of California Press
2195528692,
2195528641,Vertical Flight Society
2195528628,
2195528584,
2195528541,
2195528520,
2195528488,
2195528433,
2195528400,
2195528371,
2195528351,
2195528250,
2195528228,
2195528198,
2195528177,
2195528092,
2195528073,
2195528056,
2195527905,
2195527575,
2195527218,
2195527128,
2195527079,
2195527048,
2195527027,
2195527006,
2195524917,
2195524901,American Institute of Chemical Engineers
2195524863,Institute of Electrical and Electronics Engineers Inc.
2195524808,
2195524781,
2195524746,
2195524718,
2195524654,
2195524626,
2195524598,
2195524578,
2195524502,
2195524477,
2195524462,
2195524425,
2195524403,
2195524374,
2195524346,
2195524304,
2195524270,
2195524210,
2195524176,
2195523973,
2195523950,
2195523938,Taylor and Francis
2195523904,
2195523883,
2195523844,
2195523818,
2195523634,
2195523606,
2195523581,John Wiley and Sons
2195523549,
2195523526,
2195523505,
2195523483,
2195523446,
2195523425,
2195523391,
2195523380,Cambridge University Press
2195523334,
2195523302,
2195523279,
2195523261,
2195523224,
2195523206,
2195523160,
2195523138,
2195523096,
2195523064,
2195523044,
2195523027,
2195522983,
2195522963,Human Factors and Ergonomics Society Inc.
2195522943,
2195522928,Springer Verlag
2195522884,
2195522861,
2195522838,
2195522819,
2195522778,
2195522744,
2195522724,
2195522709,
2195522666,
2195522645,
2195522626,Johns Hopkins University Press
2195522601,
2195522574,
2195522545,
2195522519,Institute of Electrical and Electronics Engineers Inc.
2195522501,
2195522454,
2195522427,
2195522408,Optica Publishing Group (formerly OSA)
2195522395,
2195522354,
2195522335,
2195522306,
2195522287,
2195522260,
2195522249,wiley
2195522188,
2195522167,
2195522137,
2195522117,
2195522087,
2195522033,
2195522014,
2195521996,
2195521969,
2195521886,
2195521847,
2195521826,
2195521791,
2195521765,
2195521722,
2195521701,Taylor and Francis
2195521685,
2195521665,
2195521624,Institute of Electrical and Electronics Engineers Inc.
2195521606,
2195521579,
2195521503,
2195521486,
2195521466,
2195521435,
2195521347,
2195521324,
2195521303,
2195521290,
2195521247,
2195521224,
2195521200,
2195521160,
2195521133,
2195521111,
2195521091,
2195521070,
2195521049,
2195521032,
2195521015,
2195520985,
2195520956,
2195520932,
2195520917,
2195520902,
2195520841,
2195520820,
2195520801,Oxford University Press
2195520785,
2195520749,
2195520725,
2195520695,
2195520678,Oxford University Press
2195520629,
2195520606,
2195520582,
2195520566,
2195520508,
2195520482,
2195520459,
2195520430,
2195520386,
2195520364,
2195520342,
2195520324,
2195520269,
2195520254,
2195520234,
2195520222,
2195520172,
2195520144,
2195520120,
2195520108,Taylor and Francis
2195520026,
2195520006,
2195519972,
2195519952,
2195519828,
2195519801,
2195519787,Blackwell Publishing Ltd.
2195519771,
2195519707,
2195519675,
2195519644,
2195519598,
2195519555,
2195519508,
2195519478,
2195519473,AI Access Foundation
2195519452,
2195519391,
2195519350,
2195519332,AIChE
2195519233,
2195519211,
2195519186,
2195519169,
2195519108,
2195519078,
2195519037,International Foundation for Autonomous Agents and Multiagent Systems (IFAAMAS)
2195519035,
2195518953,
2195518909,
2195518880,
2195518864,Springer Nature
2195518826,
2195518801,
2195518768,
2195518744,
2195518644,
2195518626,
2195518590,
2195518558,
2195518490,
2195518443,
2195518418,
2195518389,
2195518369,
2195518233,
2195518203,Springer Science and Business Media Deutschland GmbH
2195518191,
2195518182,
2195518123,
2195518086,
2195518070,
2195518046,
2195517932,
2195517908,
2195517883,
2195517858,
2195517798,
2195517775,
2195517758,
2195517736,
2195517656,
2195517619,
2195517596,
2195517581,
2195517483,
2195517462,Institute of Electrical and Electronics Engineers Inc.
2195517439,
2195517415,
2195517365,
2195517345,Institute of Electrical and Electronics Engineers Inc.
2195517324,
2195517294,
2195517264,
2195517244,
2195517220,
2195517196,
2195517087,
2195517077,"Association for Computing Machinery, Inc"
2195517030,Oxford University Press
2195517003,
2195516975,Institute of Electrical and Electronics Engineers Inc.
2195516960,
2195516882,Electrochemical Society Inc.
2195516839,
2195516830,Optical Society of America (OSA)
2195516807,
2195516720,
2195516663,
2195516628,
2195516615,
2195516392,
2195516337,
2195516303,
2195516282,Taylor and Francis
2195516267,
2195516034,
2195516014,
2195515985,
2195515963,
2195515884,
2195515859,
2195515840,
2195515784,
2195515763,
2195515740,
2195515716,
2195515702,
2195515615,
2195515602,
2195515585,
2195515558,
2195515512,
2195515489,
2195515472,
2195515456,
2195515411,
2195515401,Taylor and Francis
2195515364,
2195515299,
2195515266,
2195515245,
2195515096,
2195515067,
2195515012,
2195515001,John Wiley and Sons Inc.
2195514926,International Foundation for Autonomous Agents and Multiagent Systems (IFAAMAS)
2195514913,
2195514873,
2195514843,
2195514820,International Machine Learning Society (IMLS)
2195514806,
2195514745,
2195514728,
2195514681,
2195514644,
2195514623,
2195514607,
2195514574,
2195514554,
2195514533,
2195514513,
2195514477,
2195514447,
2195514427,
2195514409,
2195514332,
2195514304,
2195514268,
2195514238,
2195514154,
2195514112,
2195514086,
2195514065,
2195514045,
2195513929,
2195513903,
2195513881,
2195513869,
2195513810,
2195513797,Edward Elgar Publishing Ltd.
2195513772,
2195513746,
2195513725,
2195513704,
2195513680,
2195513627,
2195513605,International Joint Conferences on Artificial Intelligence
2195513588,
2195513562,
2195513516,
2195513497,Institute of Electrical and Electronics Engineers Inc.
2195513477,
2195513460,Springer
2195513414,
2195513395,Institute of Electrical and Electronics Engineers Inc.
2195513377,
2195513346,
2195513328,
2195513291,
2195513250,
2195513215,IEEE Computer Society
2195513213,
2195513105,SPIE
2195513086,
2195513063,Taylor and Francis
2195513050,
2195513024,
2195512998,
2195512978,
2195512963,Brill Academic Publishers
2195512927,
2195512906,
2195512879,
2195512871,
2195512730,
2195512700,
2195512679,
2195512661,
2195512575,
2195512553,
2195512524,
2195512507,
2195512456,
2195512437,
2195512385,
2195512369,Institute of Electrical and Electronics Engineers Inc.
2195512338,
2195512309,
2195512277,
2195512244,
2195512219,
2195512199,
2195512142,
2195512110,IFAC Secretariat
2195512097,
2195512076,
2195512041,
2195512021,
2195511991,
2195511966,
2195511912,
2195511885,
2195511854,
2195511834,
2195511806,
2195511789,
2195511754,
2195511732,
2195511710,Springer International Publishing
2195511692,
2195511668,
2195511638,
2195511619,
2195511584,
2195511564,
2195511511,
2195511494,Springer Verlag
2195511479,
2195511463,
2195511427,
2195511402,
2195511382,AIChE
2195511369,
2195511317,
2195511295,"Association for Computing Machinery, Inc"
2195511275,
2195511249,
2195511169,
2195511142,
2195511130,Edward Elgar Publishing Ltd.
2195511106,
2195511083,
2195511060,
2195511012,
2195510973,
2195510900,
2195510885,
2195510861,
2195510840,
2195510788,
2195510750,
2195510732,Neural information processing systems foundation
2195510712,
2195510688,
2195510667,
2195510652,
2195510595,
2195510565,
2195510535,
2195510513,
2195510463,
2195510435,
2195510416,John Wiley and Sons
2195510397,
2195510362,
2195510337,
2195510304,
2195510291,Brill Academic Publishers
2195510253,
2195510228,
2195510208,
2195510187,
2195510114,
2195510088,
2195510064,Springer Science and Business Media B.V.
2195510051,
2195509983,"Association for Computing Machinery, Inc"
2195509960,
2195509947,
2195509910,American Institute of Aeronautics and Astronautics Inc.
2195509889,
2195509876,Elsevier Inc.
2195509849,
2195509825,
2195509802,
2195509787,
2195509760,
2195509731,
2195509710,
2195509693,
2195509672,
2195509628,
2195509598,
2195509576,
2195509554,
2195509502,
2195509477,
2195509434,
2195509420,
2195509325,
2195509281,
2195509252,
2195509154,
2195509133,
2195509116,Taylor and Francis
2195509106,
2195509059,
2195509043,Taylor and Francis
2195509019,
2195508996,Springer International Publishing
2195508944,SPIE
2195508924,
2195508904,
2195508864,
2195508833,
2195508815,
2195508728,
2195508692,
2195508672,Electrochemical Society Inc.
2195508645,
2195508612,
2195508583,
2195508561,Institute of Electrical and Electronics Engineers Inc.
2195508546,
2195508492,
2195508467,
2195508451,
2195508432,
2195508392,
2195508363,
2195508344,
2195508328,
2195508263,
2195508205,
2195508175,
2195508154,
2195508140,
2195508092,
2195508050,
2195508035,
2195508021,
2195507992,
2195507944,
2195507902,
2195507883,
2195507846,
2195507819,
2195507754,
2195507724,
2195507702,
2195507659,
2195507633,
2195507532,
2195507498,
2195507474,
2195507450,
2195507391,
2195507353,
2195507329,
2195507308,
2195507290,
2195507239,
2195507203,
2195507190,Vertical Flight Society
2195507174,
2195507098,
2195507087,
2195507051,
2195507026,
2195506993,
2195506972,
2195506939,
2195506885,
2195506854,
2195506841,University of Virginia Press
2195506771,
2195506754,
2195506728,
2195506704,
2195506662,
2195506634,
2195506616,Taylor and Francis
2195506603,
2195506519,
2195506491,
2195506459,
2195506423,
2195506382,
2195506362,
2195506202,
2195506185,
2195506161,
2195506149,
2195506078,
2195506053,
2195506032,
2195506020,Cambridge University Press
2195505976,
2195505951,
2195505923,
2195505904,
2195505818,
2195505784,
2195505763,
2195505738,
2195505682,
2195505651,
2195505621,
2195505598,
2195505576,
2195505537,Institute of Electrical and Electronics Engineers Inc.
2195505504,
2195505486,
2195505471,University of Michigan Press
2195505412,
2195505388,
2195505369,
2195505345,
2195505277,SPIE
2195505263,World Scientific Publishing Co.
2195505241,International Joint Conferences on Artificial Intelligence
2195505220,
2195505197,
2195505169,
2195505154,
2195505099,
2195505076,
2195505058,
2195505042,
2195504984,
2195504963,
2195504914,
2195504896,
2195504868,
2195504830,Royal Society of Chemistry
2195504810,
2195504786,
2195504758,
2195504738,
2195504667,
2195504647,
2195504603,
2195504573,
2195504554,
2195504540,
2195504516,
2195504415,
2195504386,
2195504356,
2195504337,
2195504237,
2195504206,
2195504186,
2195504160,
2195504113,
2195504076,
2195504046,
2195504025,
2195504001,American Society of Mechanical Engineers (ASME)
2195503985,
2195503950,
2195503908,
2195503879,
2195503858,
2195503708,
2195503684,
2195503660,
2195503637,
2195503580,
2195503558,
2195503526,
2195503523,
2195503460,
2195503430,
2195503400,
2195503373,
2195503274,
2195503244,
2195503218,Optica Publishing Group (formerly OSA)
2195503205,
2195503143,
2195503126,
2195503105,
2195503090,
2195503061,
2195503034,
2195503011,
2195502999,Taylor and Francis
2195502940,
2195502908,
2195502887,
2195502863,
2195502842,
2195502793,
2195502770,
2195502755,
2195502734,
2195502632,
2195502612,
2195502595,
2195502578,
2195502544,International Joint Conferences on Artificial Intelligence
2195502521,
2195502500,Electrochemical Society Inc.
2195502474,Taylor and Francis
2195502415,
2195502384,
2195502362,
2195502348,
2195502221,
2195502191,
2195502165,Oxford University Press
2195502147,
2195501982,
2195501964,
2195501941,
2195501916,
2195501856,
2195501838,Elsevier Science Ltd.
2195501822,
2195501803,
2195501737,International Joint Conferences on Artificial Intelligence
2195501726,
2195501696,
2195501682,Taylor and Francis
2195501601,
2195501585,
2195501563,
2195501540,
2195501491,
2195501461,
2195501435,
2195501418,
2195501378,
2195501359,
2195501322,
2195501306,
2195501211,
2195501187,
2195501157,
2195501142,
2195501122,
2195501094,
2195501044,
2195501021,Springer Nature
2195501001,
2195500973,
2195500947,
2195500889,
2195500857,
2195500834,
2195500789,
2195500771,
2195500738,
2195500725,
2195500696,
2195500669,
2195500649,
2195500622,
2195500597,
2195500553,
2195500533,
2195500505,
2195500494,Taylor and Francis
2195500442,
2195500415,
2195500398,
2195500382,
2195500351,
2195500330,
2195500309,
2195500287,
2195500272,AI Access Foundation
2195500237,
2195500220,
2195500188,
2195500171,
2195500094,
2195500071,
2195500048,
2195500021,
2195499946,
2195499925,
2195499904,
2195499887,
2195499834,
2195499760,
2195499735,
2195499719,Optica Publishing Group (formerly OSA)
2195499674,
2195499649,
2195499637,Vanderbilt University Press
2195499613,
2195499593,
2195499576,
2195499546,
2195499485,
2195499468,
2195499382,
2195499355,
2195499326,
2195499315,
2195499245,
2195499216,
2195499191,
2195499172,
2195499103,
2195499080,
2195499057,
2195499042,
2195498988,
2195498970,
2195498939,
2195498925,International Joint Conferences on Artificial Intelligence
2195498853,
2195498714,
2195498691,
2195498664,Palgrave Macmillan
2195498649,
2195498568,
2195498546,
2195498520,
2195498505,
2195498392,
2195498375,
2195498335,
2195498190,
2195498142,
2195498091,
2195498065,
2195497788,
2195497767,
2195497742,
2195497715,
2195497697,
2195497621,
2195497602,
2195497578,
2195497563,Optica Publishing Group (formerly OSA)
2195497524,
2195497508,
2195497472,
2195497454,
2195497376,
2195497354,
2195497330,
2195497311,
2195497243,
2195497223,
2195497193,
2195497171,
2195497137,
2195497125,University of California Press
2195497086,
2195497053,
2195497041,
2195496981,
2195496962,Optica Publishing Group (formerly OSA)
2195496947,
2195496911,
2195496885,
2195496865,
2195496821,
2195496791,
2195496762,
2195496737,Institute of Electrical and Electronics Engineers Inc.
2195496712,
2195496667,
2195496650,
2195496612,Springer International Publishing
2195496590,
2195496545,
2195496527,
2195496494,
2195496449,
2195496423,
2195496404,
2195496382,
2195496296,
2195496272,
2195496253,
2195496236,
2195496187,
2195496147,
2195496107,Elsevier
2195496087,
2195496071,
2195496004,
2195495973,
2195495948,
2195495928,
2195495905,Springer Singapore
2195495845,
2195495820,
2195495799,
2195495775,
2195495707,
2195495684,
2195495659,
2195495626,
2195495592,
2195495576,
2195495559,
2195495520,
2195495491,
2195495465,
2195495414,
2195495389,
2195495345,
2195495314,
2195495285,
2195495268,
2195495140,
2195495104,
2195495078,
2195495065,
2195495048,
2195494985,
2195494966,
2195494938,
2195494923,
2195494881,
2195494854,
2195494841,Vertical Flight Society
2195494830,
2195494780,
2195494761,
2195494738,
2195494719,
2195494679,
2195494654,
2195494630,
2195494613,
2195494592,
2195494551,
2195494519,Association for Computational Linguistics (ACL)
2195494492,
2195494468,
2195494430,
2195494258,
2195494210,
2195494198,AAAI press
2195494144,
2195494107,
2195494071,
2195494038,
2195494016,
2195493959,
2195493939,
2195493921,
2195493895,
2195493859,
2195493840,
2195493788,
2195493761,
2195493667,
2195493644,
2195493617,
2195493598,
2195493562,
2195493504,
2195493484,
2195493463,Springer Nature
2195493427,
2195493406,
2195493385,
2195493367,
2195493311,Institute of Electrical and Electronics Engineers Inc.
2195493295,
2195493270,
2195493258,Oxford University Press
2195493220,
2195493201,
2195493176,
2195493158,
2195493104,Taylor and Francis
2195493074,
2195493058,Institute of Electrical and Electronics Engineers Inc.
2195493043,
2195492962,
2195492945,
2195492924,
2195492903,
2195492841,
2195492807,
2195492789,Association for the Advancement of Artificial Intelligence
2195492773,
2195492724,Electrochemical Society Inc.
2195492696,Neural information processing systems foundation
2195492678,
2195492661,
2195492603,
2195492573,
2195492554,
2195492531,
2195492471,
2195492425,
2195492397,
2195492349,
2195492332,
2195492126,
2195492099,
2195492080,
2195492060,
2195491992,
2195491971,
2195491941,
2195491912,
2195491892,American Helicopter Society International
2195491878,
2195491831,
2195491803,
2195491777,
2195491754,
2195491745,University of Pennsylvania Press
2195491712,
2195491689,
2195491668,International Foundation for Autonomous Agents and Multiagent Systems (IFAAMAS)
2195491646,
2195491590,
2195491572,
2195491523,
2195491496,
2195491467,
2195491439,
2195491376,
2195491358,
2195491335,
2195491318,
2195491269,
2195491236,
2195491202,
2195491183,International Foundation for Autonomous Agents and Multiagent Systems (IFAAMAS)
2195491119,
2195491087,
2195491061,
2195491016,
2195490998,
2195490919,
2195490878,
2195490860,Cambridge University Press
2195490846,
2195490738,
2195490685,
2195490669,
2195490646,
2195490610,
2195490581,
2195490551,
2195490543,SAGE Publications Inc.
2195490459,
2195490435,
2195490411,Springer Science and Business Media Deutschland GmbH
2195490395,
2195490289,Association for Computing Machinery
2195490251,
2195490204,Sociedade Brasileira de Fisica
2195490178,
2195490132,
2195490101,
2195490072,
2195490053,Institute of Electrical and Electronics Engineers Inc.
2195489985,
2195489958,
2195489932,
2195489913,
2195489894,
2195489869,Electrochemical Society Inc.
2195489778,American Mathematical Society
2195489749,
2195489736,
2195489709,
2195489694,
2195489632,
2195489519,
2195489495,"Institute of Industrial and Systems Engineers, IISE"
2195489473,
2195489447,
2195489368,
2195489349,Institute of Electrical and Electronics Engineers Inc.
2195489311,
2195489308,Institute of Electrical and Electronics Engineers Inc.
2195489262,
2195489239,
2195489208,
2195489188,
2195489071,
2195489026,
2195488998,
2195488970,
2195488953,
2195488882,
2195488858,
2195488830,
2195488809,
2195488792,
2195488755,
2195488737,
2195488712,
2195488696,SAGE Publications Inc.
2195488658,
2195488630,
2195488607,
2195488590,
2195488567,
2195488528,
2195488483,
2195488377,
2195488349,
2195488323,
2195488309,Taylor and Francis Inc.
2195488117,
2195488091,
2195488075,
2195488052,
2195487969,
2195487945,
2195487916,
2195487888,American Chemical Society
2195487798,
2195487781,
2195487760,
2195487732,
2195487707,
2195487690,
2195487638,
2195487615,
2195487590,
2195487565,
2195487505,
2195487454,
2195487428,
2195487411,
2195487389,
2195487250,
2195487230,
2195487202,
2195487192,IEEE
2195487157,
2195487126,
2195487109,Springer Verlag
2195487092,
2195486994,
2195486970,
2195486946,
2195486934,AI Access Foundation
2195486892,
2195486860,
2195486840,
2195486822,Institute of Electrical and Electronics Engineers Inc.
2195486784,
2195486759,
2195486736,
2195486714,
2195486640,
2195486616,
2195486596,Wiley Blackwell
2195486584,
2195486532,
2195486514,AAAI press
2195486491,
2195486478,Cambridge University Press
2195486418,
2195486382,
2195486366,International Joint Conferences on Artificial Intelligence
2195486352,
2195486276,
2195486268,Oxford University Press
2195486216,
2195486191,
2195486165,
2195486142,
2195486084,
2195486057,
2195486040,
2195486017,
2195485966,
2195485937,
2195485900,
2195485891,
2195485807,
2195485788,
2195485765,
2195485744,
2195485689,
2195485658,Oxford University Press
2195485642,
2195485619,Oxford University Press
2195485599,
2195485567,
2195485548,
2195485510,
2195485479,
2195485460,Elsevier Ltd
2195485444,
2195485382,
2195485355,
2195485335,
2195485314,
2195485276,
2195485231,
2195485213,
2195485194,
2195485149,
2195485120,
2195485078,
2195485045,
2195485016,
2195484909,
2195484874,
2195484847,
2195484820,
2195484750,
2195484717,
2195484695,
2195484677,
2195484576,Cambridge University Press
2195484550,
2195484518,
2195484491,
2195484472,
2195484456,
2195484416,
2195484397,
2195484372,
2195484356,Edward Elgar Publishing Ltd.
2195484318,
2195484301,
2195484271,
2195484253,Institute of Electrical and Electronics Engineers Inc.
2195484220,
2195484198,
2195484177,
2195484163,Optical Society of America
2195484111,
2195484087,
2195484067,
2195484047,
2195483980,
2195483939,
2195483905,
2195483880,
2195483869,
2195483744,
2195483715,
2195483699,
2195483684,
2195483629,
2195483616,Cambridge University Press
2195483591,
2195483576,
2195483517,
2195483490,
2195483467,American Society of Mechanical Engineers (ASME)
2195483444,
2195483359,
2195483337,
2195483321,
2195483280,
2195483248,
2195483230,
2195483206,
2195483188,
2195483160,Institute of Electrical and Electronics Engineers Inc.
2195483135,
2195483118,Institute of Electrical and Electronics Engineers Inc.
2195483104,
2195483007,
2195482976,
2195482950,
2195482926,
2195482835,
2195482799,
2195482774,
2195482761,Wiley Blackwell
2195482645,
2195482613,
2195482582,
2195482572,Cambridge University Press
2195482518,
2195482499,
2195482476,
2195482458,
2195482424,
2195482400,
2195482386,CRC Press
2195482363,
2195482297,
2195482272,"Association for Computing Machinery, Inc"
2195482253,
2195482233,
2195482176,
2195482153,
2195482129,
2195482107,
2195482044,
2195482006,Association for the Advancement of Artificial Intelligence
2195482000,
2195481981,
2195481857,
2195481854,Springer Nature
2195481834,
2195481822,Brill
2195481759,
2195481730,Taylor and Francis
2195481708,University of Texas Press
2195481681,
2195481651,
2195481615,
2195481592,
2195481488,
2195481460,
2195481440,Institute of Electrical and Electronics Engineers Inc.
2195481424,
2195481376,
2195481371,
2195481355,Cambridge University Press
2195481341,
2195481310,
2195481284,
2195481264,
2195481241,
2195481189,
2195481162,
2195481131,
2195481104,
2195481057,
2195481034,
2195480991,
2195480969,
2195480947,
2195480856,
2195480814,
2195480771,
2195480744,
2195480726,Russell Sage Foundation
2195480635,
2195480606,
2195480577,
2195480564,Cambridge University Press
2195480482,
2195480460,
2195480415,
2195480387,
2195480337,
2195480299,
2195480263,
2195480251,University of Michigan Press
2195480046,
2195480027,
2195480002,
2195479983,
2195479936,
2195479898,
2195479877,
2195479841,
2195479823,
2195479781,
2195479754,
2195479698,
2195479663,
2195479641,
2195479557,
2195479524,
2195479499,
2195479480,Taylor and Francis
2195479360,
2195479337,
2195479316,
2195479287,
2195479207,
2195479179,
2195479162,
2195479146,
2195479105,
2195479075,
2195479046,
2195479029,
2195478954,
2195478931,
2195478903,
2195478883,
2195478819,
2195478799,
2195478777,
2195478765,
2195478681,"Association for Computing Machinery, Inc"
2195478660,
2195478632,
2195478615,American Helicopter Society
2195478555,Taylor and Francis
2195478529,
2195478508,Optical Society of America (OSA)
2195478491,
2195478419,
2195478370,
2195478343,
2195478305,
2195478287,
2195478168,
2195478150,
2195478129,International Joint Conferences on Artificial Intelligence
2195478115,
2195478035,
2195478012,
2195477989,
2195477963,
2195477893,
2195477860,
2195477824,
2195477802,
2195477785,
2195477730,
2195477708,
2195477663,
2195477645,
2195477578,
2195477552,
2195477537,Institute of Electrical and Electronics Engineers Inc.
2195477523,
2195477479,
2195477447,
2195477432,
2195477404,
2195477392,Elsevier Ltd
2195477296,
2195477280,
2195477259,AI Access Foundation
2195477241,
2195477194,
2195477177,
2195477156,
2195477136,
2195477076,Institute of Electrical and Electronics Engineers Inc.
2195477047,
2195477033,
2195477012,
2195476977,wiley
2195476953,
2195476932,
2195476894,
2195476877,Springer International Publishing
2195476851,John Wiley and Sons
2195476830,
2195476812,
2195476794,
2195476753,
2195476727,
2195476707,Humana Press Inc.
2195476629,
2195476578,
2195476557,World Scientific Publishing Co.
2195476539,
2195476412,
2195476383,
2195476367,"American Institute of Aeronautics and Astronautics Inc, AIAA"
2195476351,
2195476256,
2195476238,
2195476211,
2195476190,
2195476157,
2195476138,
2195476077,
2195476053,
2195476022,Springer International Publishing
2195476007,
2195475977,
2195475942,
2195475921,
2195475910,
2195475850,
2195475814,
2195475784,
2195475758,
2195475670,
2195475591,
2195475571,
2195475527,
2195475498,
2195475462,
2195475437,
2195475249,
2195475233,
2195475149,
2195475123,
2195475102,
2195475085,
2195475017,
2195474984,
2195474965,
2195474951,Springer International Publishing
2195474867,
2195474844,
2195474821,
2195474803,
2195474755,
2195474722,
2195474696,
2195474683,
2195474500,"Association for Computing Machinery, Inc"
2195474486,
2195474464,SPIE
2195474437,
2195474357,
2195474316,
2195474283,Society for Industrial and Applied Mathematics Publications
2195474275,
2195474234,
2195474189,
2195474164,
2195474101,
2195474063,
2195474049,
2195473993,
2195473971,
2195473949,
2195473917,
2195473833,
2195473806,
2195473785,Institute of Electrical and Electronics Engineers Inc.
2195473760,
2195473389,
2195473360,
2195473320,
2195473295,
2195473146,
2195473121,
2195473094,
2195473047,
2195473026,
2195473004,John Wiley and Sons
