Pure ID,Year
2195532371,2022
2195532344,2023
2195532322,2019
2195532305,2012
2195532230,2019
2195532192,2022
2195532169,2013
2195532130,2004
2195532095,2004
2195532079,2020
2195532051,2021
2195532038,2024
2195531947,2017
2195531913,2016
2195531888,2004
2195531865,2024
2195531770,1991
2195531745,2002
2195531721,2020
2195531669,2025
2195531643,2018
2195531612,2023
2195531607,2017
2195531541,2021
2195531519,2007
2195531493,2003
2195531482,2018
2195531391,2025
2195531374,2015
2195531357,2023
2195531338,2015
2195531176,2014
2195531154,2023
2195531134,1988
2195531121,2018
2195531054,2021
2195531028,2015
2195530997,2019
2195530982,2017
2195530925,2009
2195530898,2023
2195530868,2017
2195530848,2009
2195530824,2015
2195530809,2007
2195530786,2014
2195530747,2018
2195530702,2015
2195530675,2016
2195530644,2018
2195530624,2003
2195530580,2000
2195530536,2012
2195530509,2016
2195530473,2016
2195530377,1981
2195530364,2015
2195530331,2016
2195530304,2016
2195530287,2004
2195530268,2014
2195530231,2020
2195530206,2014
2195530165,2013
2195530131,2015
2195530106,2011
2195530096,2012
2195530059,2024
2195530024,2018
2195530004,2018
2195529970,2012
2195529958,2023
2195529893,2014
2195529841,2025
2195529819,2013
2195529805,2020
2195529758,2024
2195529733,2019
2195529717,2018
2195529704,2020
2195529641,2016
2195529623,1976
2195529602,1990
2195529584,1986
2195529564,1997
2195529529,2014
2195529456,2018
2195529405,2019
2195529389,1996
2195529345,1986
2195529315,2022
2195529271,2013
2195529251,2017
2195529237,1982
2195529187,2020
2195529156,2023
2195529131,2022
2195529113,1982
2195529046,2000
2195529039,1994
2195529011,2023
2195528960,2022
2195528941,1981
2195528929,2003
2195528885,2022
2195528857,2010
2195528838,2009
2195528821,2011
2195528767,1997
2195528735,2014
2195528726,2012
2195528692,2009
2195528641,2021
2195528628,2020
2195528584,2019
2195528541,2018
2195528520,2011
2195528488,2020
2195528433,2024
2195528400,2016
2195528371,2019
2195528351,2011
2195528250,1992
2195528228,2015
2195528198,2010
2195528177,2024
2195528092,2016
2195528073,2017
2195528056,2011
2195527905,1999
2195527575,1992
2195527218,2023
2195527128,2019
2195527079,2017
2195527048,2024
2195527027,2016
2195527006,2009
2195524917,2024
2195524901,2019
2195524863,2008
2195524808,2019
2195524781,1997
2195524746,2015
2195524718,2010
2195524654,2023
2195524626,2012
2195524598,2023
2195524578,2024
2195524502,2009
2195524477,1992
2195524462,1985
2195524425,2019
2195524403,2024
2195524374,2023
2195524346,2024
2195524304,2020
2195524270,2011
2195524210,2023
2195524176,2023
2195523973,1988
2195523950,1989
2195523938,2017
2195523904,2016
2195523883,2003
2195523844,2024
2195523818,2020
2195523634,2009
2195523606,2021
2195523581,2008
2195523549,2014
2195523526,2020
2195523505,2022
2195523483,2008
2195523446,2018
2195523425,1997
2195523391,1982
2195523380,2011
2195523334,2023
2195523302,2003
2195523279,1985
2195523261,2024
2195523224,2017
2195523206,2005
2195523160,2020
2195523138,2010
2195523096,2000
2195523064,2020
2195523044,2011
2195523027,2006
2195522983,2002
2195522963,2018
2195522943,2023
2195522928,2018
2195522884,2006
2195522861,2011
2195522838,2020
2195522819,2019
2195522778,2021
2195522744,2023
2195522724,2013
2195522709,2003
2195522666,2009
2195522645,1989
2195522626,2006
2195522601,2012
2195522574,1987
2195522545,2016
2195522519,2018
2195522501,1980
2195522454,2007
2195522427,2011
2195522408,2002
2195522395,2018
2195522354,2010
2195522335,2013
2195522306,2020
2195522287,2020
2195522260,2021
2195522249,2021
2195522188,2013
2195522167,2015
2195522137,2013
2195522117,2010
2195522087,2007
2195522033,2020
2195522014,2021
2195521996,2006
2195521969,2001
2195521886,2021
2195521847,2024
2195521826,2016
2195521791,2013
2195521765,2011
2195521722,2020
2195521701,2012
2195521685,2014
2195521665,2024
2195521624,2000
2195521606,2020
2195521579,2011
2195521503,2025
2195521486,2006
2195521466,1972
2195521435,2014
2195521347,2000
2195521324,2021
2195521303,2009
2195521290,1978
2195521247,2018
2195521224,2022
2195521200,2014
2195521160,2017
2195521133,2016
2195521111,2009
2195521091,2020
2195521070,2013
2195521049,1995
2195521032,2005
2195521015,2005
2195520985,1996
2195520956,2007
2195520932,2019
2195520917,2017
2195520902,2021
2195520841,2012
2195520820,2009
2195520801,2012
2195520785,1998
2195520749,2021
2195520725,2013
2195520695,2013
2195520678,2023
2195520629,2017
2195520606,2000
2195520582,2004
2195520566,1988
2195520508,2021
2195520482,2011
2195520459,2011
2195520430,2018
2195520386,2018
2195520364,2021
2195520342,2015
2195520324,1989
2195520269,2012
2195520254,2012
2195520234,1991
2195520222,1996
2195520172,2018
2195520144,2019
2195520120,2016
2195520108,2018
2195520026,2023
2195520006,2009
2195519972,2019
2195519952,2007
2195519828,2015
2195519801,2009
2195519787,2004
2195519771,1987
2195519707,2023
2195519675,2024
2195519644,2023
2195519598,2016
2195519555,2012
2195519508,2007
2195519478,2014
2195519473,2015
2195519452,2001
2195519391,2010
2195519350,1981
2195519332,2013
2195519233,2016
2195519211,2005
2195519186,2008
2195519169,1971
2195519108,2001
2195519078,2022
2195519037,2014
2195519035,2021
2195518953,1977
2195518909,2019
2195518880,2009
2195518864,2015
2195518826,2012
2195518801,1983
2195518768,2018
2195518744,1997
2195518644,2021
2195518626,2009
2195518590,2015
2195518558,2017
2195518490,1968
2195518443,2024
2195518418,1998
2195518389,2021
2195518369,1985
2195518233,2025
2195518203,2020
2195518191,2017
2195518182,1989
2195518123,2014
2195518086,2012
2195518070,2006
2195518046,2016
2195517932,2011
2195517908,2015
2195517883,2024
2195517858,2005
2195517798,2016
2195517775,2024
2195517758,1999
2195517736,2019
2195517656,2021
2195517619,2019
2195517596,2011
2195517581,2008
2195517483,2015
2195517462,2019
2195517439,2010
2195517415,2018
2195517365,2021
2195517345,2020
2195517324,2002
2195517294,2010
2195517264,2015
2195517244,2017
2195517220,2016
2195517196,2021
2195517087,2014
2195517077,2017
2195517030,2024
2195517003,2019
2195516975,2012
2195516960,2022
2195516882,2009
2195516839,2021
2195516830,2012
2195516807,2021
2195516720,2019
2195516663,2024
2195516628,2012
2195516615,2010
2195516392,1997
2195516337,2021
2195516303,2018
2195516282,2024
2195516267,1998
2195516034,2017
2195516014,2001
2195515985,2020
2195515963,2014
2195515884,2002
2195515859,2022
2195515840,1988
2195515784,2010
2195515763,2025
2195515740,2023
2195515716,2024
2195515702,2000
2195515615,2012
2195515602,2020
2195515585,2003
2195515558,1996
2195515512,2024
2195515489,2021
2195515472,2020
2195515456,2004
2195515411,2003
2195515401,2012
2195515364,2016
2195515299,2024
2195515266,2023
2195515245,2007
2195515096,1993
2195515067,2016
2195515012,2025
2195515001,2021
2195514926,2019
2195514913,1982
2195514873,2017
2195514843,2021
2195514820,2018
2195514806,1986
2195514745,1980
2195514728,2018
2195514681,2019
2195514644,2024
2195514623,2024
2195514607,1981
2195514574,2019
2195514554,2020
2195514533,2011
2195514513,2019
2195514477,2023
2195514447,2021
2195514427,2011
2195514409,2011
2195514332,2019
2195514304,2015
2195514268,2025
2195514238,2016
2195514154,2019
2195514112,2022
2195514086,2016
2195514065,1996
2195514045,2000
2195513929,2022
2195513903,2009
2195513881,2020
2195513869,2007
2195513810,2011
2195513797,2009
2195513772,2017
2195513746,2012
2195513725,2020
2195513704,2023
2195513680,2013
2195513627,2024
2195513605,2023
2195513588,2009
2195513562,1996
2195513516,2008
2195513497,2022
2195513477,1968
2195513460,2013
2195513414,2020
2195513395,2020
2195513377,2024
2195513346,2003
2195513328,2013
2195513291,2003
2195513250,2018
2195513215,2019
2195513213,2018
2195513105,2014
2195513086,2008
2195513063,2013
2195513050,2012
2195513024,1993
2195512998,2009
2195512978,2021
2195512963,2025
2195512927,2020
2195512906,2023
2195512879,1995
2195512871,2019
2195512730,2020
2195512700,2023
2195512679,1987
2195512661,1994
2195512575,2023
2195512553,2018
2195512524,2018
2195512507,1991
2195512456,2011
2195512437,2001
2195512385,2011
2195512369,1999
2195512338,2010
2195512309,2010
2195512277,2015
2195512244,2019
2195512219,2017
2195512199,2008
2195512142,2004
2195512110,2011
2195512097,2020
2195512076,2012
2195512041,1999
2195512021,2015
2195511991,2020
2195511966,2023
2195511912,2015
2195511885,2008
2195511854,2023
2195511834,2005
2195511806,2011
2195511789,2006
2195511754,2013
2195511732,2023
2195511710,2023
2195511692,2010
2195511668,2016
2195511638,2018
2195511619,2005
2195511584,2023
2195511564,1999
2195511511,1997
2195511494,2007
2195511479,2025
2195511463,2003
2195511427,2014
2195511402,2000
2195511382,2014
2195511369,2019
2195511317,2010
2195511295,2024
2195511275,1999
2195511249,2005
2195511169,2021
2195511142,1999
2195511130,2018
2195511106,2008
2195511083,2022
2195511060,2021
2195511012,2012
2195510973,2013
2195510900,2013
2195510885,2017
2195510861,2022
2195510840,2016
2195510788,1998
2195510750,2007
2195510732,2022
2195510712,2005
2195510688,2016
2195510667,2010
2195510652,2014
2195510595,2018
2195510565,2017
2195510535,2022
2195510513,2023
2195510463,2016
2195510435,1983
2195510416,2011
2195510397,2008
2195510362,2005
2195510337,2008
2195510304,2017
2195510291,2025
2195510253,2002
2195510228,2006
2195510208,2017
2195510187,2010
2195510114,2021
2195510088,2024
2195510064,2018
2195510051,2016
2195509983,2018
2195509960,2001
2195509947,2003
2195509910,2012
2195509889,2015
2195509876,2015
2195509849,1994
2195509825,2003
2195509802,2012
2195509787,1991
2195509760,1993
2195509731,1996
2195509710,1977
2195509693,2005
2195509672,2014
2195509628,2024
2195509598,2016
2195509576,2016
2195509554,2017
2195509502,2023
2195509477,2021
2195509434,2021
2195509420,2012
2195509325,2024
2195509281,2013
2195509252,1978
2195509154,2022
2195509133,2008
2195509116,2013
2195509106,2003
2195509059,2021
2195509043,2012
2195509019,2020
2195508996,2021
2195508944,2019
2195508924,1997
2195508904,2019
2195508864,2023
2195508833,2024
2195508815,1990
2195508728,2024
2195508692,2013
2195508672,2011
2195508645,2020
2195508612,2018
2195508583,2012
2195508561,2008
2195508546,1983
2195508492,2019
2195508467,2009
2195508451,2006
2195508432,2016
2195508392,2016
2195508363,2024
2195508344,2009
2195508328,2002
2195508263,1994
2195508205,2019
2195508175,2024
2195508154,2018
2195508140,2014
2195508092,2016
2195508050,2021
2195508035,1999
2195508021,1994
2195507992,2019
2195507944,2012
2195507902,2015
2195507883,2015
2195507846,2022
2195507819,2021
2195507754,2019
2195507724,2012
2195507702,2020
2195507659,2024
2195507633,2015
2195507532,2023
2195507498,2022
2195507474,2013
2195507450,2025
2195507391,2002
2195507353,2017
2195507329,2021
2195507308,2006
2195507290,1999
2195507239,2007
2195507203,2007
2195507190,2021
2195507174,2013
2195507098,2021
2195507087,2013
2195507051,2009
2195507026,2017
2195506993,2015
2195506972,1995
2195506939,2023
2195506885,2021
2195506854,2013
2195506841,2012
2195506771,2021
2195506754,2018
2195506728,2022
2195506704,2011
2195506662,2022
2195506634,2019
2195506616,2014
2195506603,1986
2195506519,2024
2195506491,2018
2195506459,2018
2195506423,2014
2195506382,2024
2195506362,2012
2195506202,2009
2195506185,2022
2195506161,2021
2195506149,2009
2195506078,1991
2195506053,2020
2195506032,1994
2195506020,2012
2195505976,2023
2195505951,2013
2195505923,2023
2195505904,2021
2195505818,2024
2195505784,2013
2195505763,2010
2195505738,2006
2195505682,2011
2195505651,1995
2195505621,2018
2195505598,2023
2195505576,2013
2195505537,2000
2195505504,2022
2195505486,2012
2195505471,2015
2195505412,2010
2195505388,2024
2195505369,2007
2195505345,2013
2195505277,2016
2195505263,2011
2195505241,2009
2195505220,2017
2195505197,2019
2195505169,2023
2195505154,1996
2195505099,1978
2195505076,2003
2195505058,2020
2195505042,2017
2195504984,2017
2195504963,2004
2195504914,2020
2195504896,1985
2195504868,1993
2195504830,2017
2195504810,2020
2195504786,2018
2195504758,2020
2195504738,2001
2195504667,2018
2195504647,2017
2195504603,2017
2195504573,2007
2195504554,2022
2195504540,1989
2195504516,2002
2195504415,2016
2195504386,2024
2195504356,2017
2195504337,1992
2195504237,2024
2195504206,2023
2195504186,2009
2195504160,2008
2195504113,2024
2195504076,1978
2195504046,2020
2195504025,2023
2195504001,1995
2195503985,2004
2195503950,2021
2195503908,2024
2195503879,2022
2195503858,1998
2195503708,2001
2195503684,2012
2195503660,2021
2195503637,2015
2195503580,2016
2195503558,2022
2195503526,2021
2195503523,1992
2195503460,2020
2195503430,2003
2195503400,2010
2195503373,2020
2195503274,2018
2195503244,1986
2195503218,2018
2195503205,2014
2195503143,2016
2195503126,2017
2195503105,1996
2195503090,1998
2195503061,2019
2195503034,2023
2195503011,2016
2195502999,2017
2195502940,2010
2195502908,2023
2195502887,1999
2195502863,2017
2195502842,2024
2195502793,2013
2195502770,1995
2195502755,1988
2195502734,2000
2195502632,1994
2195502612,1997
2195502595,2020
2195502578,2021
2195502544,2017
2195502521,2005
2195502500,2011
2195502474,2012
2195502415,2024
2195502384,2023
2195502362,2012
2195502348,2017
2195502221,2025
2195502191,2016
2195502165,2010
2195502147,2018
2195501982,2009
2195501964,2013
2195501941,2022
2195501916,2014
2195501856,2023
2195501838,2016
2195501822,2017
2195501803,2022
2195501737,2024
2195501726,2023
2195501696,2014
2195501682,2012
2195501601,2021
2195501585,2006
2195501563,2019
2195501540,2024
2195501491,2017
2195501461,2007
2195501435,2010
2195501418,2015
2195501378,2019
2195501359,2010
2195501322,2023
2195501306,1984
2195501211,2018
2195501187,2018
2195501157,2022
2195501142,2008
2195501122,1998
2195501094,1995
2195501044,1985
2195501021,2025
2195501001,2015
2195500973,2016
2195500947,2018
2195500889,2010
2195500857,2013
2195500834,1994
2195500789,2007
2195500771,2014
2195500738,2004
2195500725,2008
2195500696,2018
2195500669,2021
2195500649,2015
2195500622,2015
2195500597,2012
2195500553,2003
2195500533,1998
2195500505,1999
2195500494,2015
2195500442,2006
2195500415,1985
2195500398,2010
2195500382,2013
2195500351,2009
2195500330,2001
2195500309,1994
2195500287,2013
2195500272,2015
2195500237,2016
2195500220,1993
2195500188,2005
2195500171,1997
2195500094,2019
2195500071,2005
2195500048,2020
2195500021,2010
2195499946,2021
2195499925,1981
2195499904,2011
2195499887,1980
2195499834,2017
2195499760,2019
2195499735,1994
2195499719,2000
2195499674,2014
2195499649,2016
2195499637,2016
2195499613,2023
2195499593,1987
2195499576,1985
2195499546,2021
2195499485,2024
2195499468,1994
2195499382,1998
2195499355,2018
2195499326,2019
2195499315,2005
2195499245,2024
2195499216,2019
2195499191,2011
2195499172,1991
2195499103,2021
2195499080,2018
2195499057,2006
2195499042,2011
2195498988,2021
2195498970,1976
2195498939,2023
2195498925,2018
2195498853,2002
2195498714,2024
2195498691,2020
2195498664,2014
2195498649,1990
2195498568,2018
2195498546,2020
2195498520,2021
2195498505,1970
2195498392,2022
2195498375,2014
2195498335,2020
2195498190,2024
2195498142,2024
2195498091,2025
2195498065,2013
2195497788,2024
2195497767,1992
2195497742,2008
2195497715,2025
2195497697,1991
2195497621,2020
2195497602,2014
2195497578,2015
2195497563,2016
2195497524,1991
2195497508,2013
2195497472,2024
2195497454,1985
2195497376,2003
2195497354,2016
2195497330,2016
2195497311,2024
2195497243,2020
2195497223,2017
2195497193,2012
2195497171,2010
2195497137,2012
2195497125,2024
2195497086,2021
2195497053,2018
2195497041,2008
2195496981,2015
2195496962,2018
2195496947,2006
2195496911,2012
2195496885,2011
2195496865,1999
2195496821,2008
2195496791,2012
2195496762,2008
2195496737,2017
2195496712,2021
2195496667,2019
2195496650,2010
2195496612,2015
2195496590,2011
2195496545,2006
2195496527,1985
2195496494,2006
2195496449,2014
2195496423,2019
2195496404,2014
2195496382,1999
2195496296,2014
2195496272,2024
2195496253,2012
2195496236,1999
2195496187,2021
2195496147,2019
2195496107,2021
2195496087,2020
2195496071,2017
2195496004,2014
2195495973,2011
2195495948,2015
2195495928,2020
2195495905,2016
2195495845,2018
2195495820,2024
2195495799,2008
2195495775,2022
2195495707,1990
2195495684,2000
2195495659,2006
2195495626,2013
2195495592,2022
2195495576,1988
2195495559,1987
2195495520,2015
2195495491,2014
2195495465,1980
2195495414,2016
2195495389,2021
2195495345,2024
2195495314,2002
2195495285,2015
2195495268,1985
2195495140,2015
2195495104,2020
2195495078,1998
2195495065,2003
2195495048,2006
2195494985,2023
2195494966,1984
2195494938,2004
2195494923,2008
2195494881,2012
2195494854,2019
2195494841,2024
2195494830,1999
2195494780,2023
2195494761,2021
2195494738,2008
2195494719,1996
2195494679,2020
2195494654,2010
2195494630,2014
2195494613,2002
2195494592,2021
2195494551,2004
2195494519,2017
2195494492,2021
2195494468,2021
2195494430,1990
2195494258,2009
2195494210,2023
2195494198,2016
2195494144,2019
2195494107,2015
2195494071,2014
2195494038,2012
2195494016,2022
2195493959,2013
2195493939,2007
2195493921,2006
2195493895,2009
2195493859,2001
2195493840,2009
2195493788,2019
2195493761,2009
2195493667,1973
2195493644,2008
2195493617,2015
2195493598,2010
2195493562,1994
2195493504,2022
2195493484,2014
2195493463,2021
2195493427,1981
2195493406,1980
2195493385,2024
2195493367,2018
2195493311,2022
2195493295,2000
2195493270,2010
2195493258,2018
2195493220,2021
2195493201,2020
2195493176,2015
2195493158,2009
2195493104,2017
2195493074,2009
2195493058,2002
2195493043,1998
2195492962,2015
2195492945,2019
2195492924,2024
2195492903,2000
2195492841,1980
2195492807,2020
2195492789,2022
2195492773,2005
2195492724,2013
2195492696,2023
2195492678,2012
2195492661,2012
2195492603,2013
2195492573,2024
2195492554,2019
2195492531,2001
2195492471,2016
2195492425,2001
2195492397,2024
2195492349,2019
2195492332,2012
2195492126,2023
2195492099,2018
2195492080,2015
2195492060,1996
2195491992,2011
2195491971,2007
2195491941,2011
2195491912,2015
2195491892,2014
2195491878,1987
2195491831,2016
2195491803,2017
2195491777,2012
2195491754,1993
2195491745,2012
2195491712,2021
2195491689,2001
2195491668,2008
2195491646,2015
2195491590,2013
2195491572,2007
2195491523,2013
2195491496,2020
2195491467,2020
2195491439,2014
2195491376,2022
2195491358,2023
2195491335,2023
2195491318,1986
2195491269,2015
2195491236,2022
2195491202,2023
2195491183,2018
2195491119,2023
2195491087,2006
2195491061,2020
2195491016,2019
2195490998,2004
2195490919,2025
2195490878,2021
2195490860,2006
2195490846,2011
2195490738,2007
2195490685,2007
2195490669,2016
2195490646,2010
2195490610,2016
2195490581,2009
2195490551,2021
2195490543,2005
2195490459,2020
2195490435,2009
2195490411,2024
2195490395,1995
2195490289,2015
2195490251,2023
2195490204,2013
2195490178,2025
2195490132,2017
2195490101,2017
2195490072,2024
2195490053,2020
2195489985,2017
2195489958,2007
2195489932,2020
2195489913,2005
2195489894,2006
2195489869,2011
2195489778,2024
2195489749,1988
2195489736,1991
2195489709,2015
2195489694,2009
2195489632,2017
2195489519,2018
2195489495,2019
2195489473,2025
2195489447,2010
2195489368,2012
2195489349,2017
2195489311,2019
2195489308,2010
2195489262,2021
2195489239,2021
2195489208,2024
2195489188,2023
2195489071,1990
2195489026,2009
2195488998,1990
2195488970,2001
2195488953,2007
2195488882,2008
2195488858,2012
2195488830,2012
2195488809,1984
2195488792,2021
2195488755,2023
2195488737,2005
2195488712,2014
2195488696,2009
2195488658,2004
2195488630,2002
2195488607,1971
2195488590,2021
2195488567,2021
2195488528,2021
2195488483,2010
2195488377,2016
2195488349,2016
2195488323,2005
2195488309,2005
2195488117,2015
2195488091,2003
2195488075,2016
2195488052,2020
2195487969,2022
2195487945,2025
2195487916,2020
2195487888,2013
2195487798,2006
2195487781,1986
2195487760,2015
2195487732,2016
2195487707,2009
2195487690,2006
2195487638,2017
2195487615,2018
2195487590,2023
2195487565,2018
2195487505,2021
2195487454,2023
2195487428,2022
2195487411,2011
2195487389,2013
2195487250,2009
2195487230,2020
2195487202,2013
2195487192,1986
2195487157,2020
2195487126,2023
2195487109,2001
2195487092,2023
2195486994,2019
2195486970,2015
2195486946,1998
2195486934,2010
2195486892,2014
2195486860,2008
2195486840,1994
2195486822,2018
2195486784,2013
2195486759,2014
2195486736,2005
2195486714,2015
2195486640,2009
2195486616,2025
2195486596,2007
2195486584,1986
2195486532,2024
2195486514,2020
2195486491,2013
2195486478,2016
2195486418,2011
2195486382,2022
2195486366,2018
2195486352,2015
2195486276,2012
2195486268,2019
2195486216,2017
2195486191,2017
2195486165,1999
2195486142,1979
2195486084,2021
2195486057,2012
2195486040,1995
2195486017,2022
2195485966,2011
2195485937,2022
2195485900,2001
2195485891,2022
2195485807,2019
2195485788,2007
2195485765,2019
2195485744,2017
2195485689,2018
2195485658,2017
2195485642,1991
2195485619,2010
2195485599,2009
2195485567,2024
2195485548,2005
2195485510,2000
2195485479,2022
2195485460,2007
2195485444,2015
2195485382,2020
2195485355,2022
2195485335,1988
2195485314,2021
2195485276,2019
2195485231,2016
2195485213,2011
2195485194,2014
2195485149,2025
2195485120,2021
2195485078,2014
2195485045,2024
2195485016,2020
2195484909,2014
2195484874,2013
2195484847,2018
2195484820,2008
2195484750,2018
2195484717,2022
2195484695,2013
2195484677,2023
2195484576,2018
2195484550,2010
2195484518,2020
2195484491,2012
2195484472,2007
2195484456,2019
2195484416,2015
2195484397,2020
2195484372,2006
2195484356,2016
2195484318,2024
2195484301,2004
2195484271,2018
2195484253,2021
2195484220,2016
2195484198,2024
2195484177,2001
2195484163,2008
2195484111,2016
2195484087,2005
2195484067,2010
2195484047,2003
2195483980,2015
2195483939,2022
2195483905,2024
2195483880,2021
2195483869,1999
2195483744,2020
2195483715,1988
2195483699,2001
2195483684,2006
2195483629,1999
2195483616,2012
2195483591,2016
2195483576,2012
2195483517,2016
2195483490,2018
2195483467,2020
2195483444,2017
2195483359,2019
2195483337,1998
2195483321,1981
2195483280,2001
2195483248,2011
2195483230,1994
2195483206,2006
2195483188,1976
2195483160,2023
2195483135,2018
2195483118,2017
2195483104,2010
2195483007,2020
2195482976,2016
2195482950,2010
2195482926,2014
2195482835,2015
2195482799,2021
2195482774,2016
2195482761,2007
2195482645,2024
2195482613,2019
2195482582,2017
2195482572,2008
2195482518,1977
2195482499,2015
2195482476,1976
2195482458,1966
2195482424,1987
2195482400,2006
2195482386,2013
2195482363,2016
2195482297,2014
2195482272,2015
2195482253,2012
2195482233,2012
2195482176,2025
2195482153,1992
2195482129,2017
2195482107,2014
2195482044,2004
2195482006,2023
2195482000,2001
2195481981,2006
2195481857,2013
2195481854,2015
2195481834,2002
2195481822,2020
2195481759,2025
2195481730,2018
2195481708,2010
2195481681,2020
2195481651,2009
2195481615,2021
2195481592,2005
2195481488,2009
2195481460,2013
2195481440,2020
2195481424,2014
2195481376,1971
2195481371,2009
2195481355,2011
2195481341,2006
2195481310,2020
2195481284,2022
2195481264,2016
2195481241,2003
2195481189,2020
2195481162,2012
2195481131,2015
2195481104,2024
2195481057,2014
2195481034,2025
2195480991,2020
2195480969,2019
2195480947,2014
2195480856,2019
2195480814,2017
2195480771,2025
2195480744,2023
2195480726,2005
2195480635,1979
2195480606,2012
2195480577,2016
2195480564,2023
2195480482,2017
2195480460,2024
2195480415,2016
2195480387,2020
2195480337,2007
2195480299,2020
2195480263,2022
2195480251,2010
2195480046,2008
2195480027,2013
2195480002,2011
2195479983,2013
2195479936,2024
2195479898,2006
2195479877,2019
2195479841,2007
2195479823,2006
2195479781,2010
2195479754,2019
2195479698,2020
2195479663,2020
2195479641,2024
2195479557,2007
2195479524,2012
2195479499,2008
2195479480,2012
2195479360,2016
2195479337,2021
2195479316,1979
2195479287,2023
2195479207,2021
2195479179,2015
2195479162,2011
2195479146,2002
2195479105,1998
2195479075,2023
2195479046,2011
2195479029,2014
2195478954,2018
2195478931,2015
2195478903,2000
2195478883,2002
2195478819,2022
2195478799,2016
2195478777,2015
2195478765,2012
2195478681,2007
2195478660,2014
2195478632,2009
2195478615,2014
2195478555,2012
2195478529,2024
2195478508,2013
2195478491,2009
2195478419,2017
2195478370,2014
2195478343,2003
2195478305,2016
2195478287,2011
2195478168,2013
2195478150,2018
2195478129,2021
2195478115,2017
2195478035,2023
2195478012,2014
2195477989,2012
2195477963,2018
2195477893,2007
2195477860,2016
2195477824,2016
2195477802,2024
2195477785,2023
2195477730,2004
2195477708,2016
2195477663,2015
2195477645,2024
2195477578,2016
2195477552,2014
2195477537,2017
2195477523,2013
2195477479,2017
2195477447,2013
2195477432,2003
